ec5_uuid,ec5_parent_uuid,created_at,uploaded_at,created_by,title,7_What_type_of_mill_,9_How_many_times_did,10_How_many_litres_o,11_How_much_did_you_,13_Have_you_paid_you,14_How_much_was_the_,16_Did_you_make_any_,17_What_type_of_repa,18_How_much_did_you_,19_How_much_did_you_,21_Did_you_have_any_,22_If_yes_what_was_t,23_How_much_did_you_
f6e40719-91dc-42f1-b4cc-b8f7d6996556,daa9c2f8-d494-4d19-a6ad-dac91051d4a0,2022-01-24T08:41:11.766Z,2022-01-24T20:40:20.000Z,ikeapilot@gmail.com,Diesel Mill,Diesel Mill,8,160,35,No,0,Yes,"Dinamo, chinga",0,7000,Yes,Transportation,200
c60e5d3b-ef64-4321-994f-4370dbc55b9f,2a74e137-ae32-4b1c-9247-a22325acbcb4,2022-01-24T08:09:39.423Z,2022-01-24T17:11:12.000Z,ikeapilot@gmail.com,Electric Mill,Electric Mill,,,,No,0,Yes,dngay teweqrual,0,0,No,,0
613b3288-6070-4cf3-8894-3233c01ccd72,0cf136d0-8c6b-4b3a-a981-2b12fb1b643e,2022-01-20T10:55:50.813Z,2022-01-20T11:55:22.000Z,ikeapilot@gmail.com,Diesel Mill,Diesel Mill,1,28,32,No,0,No,0,0,0,Yes,Sallary,1500
b360958d-c546-42d0-a271-825cdd37afee,78bedd11-fde4-4bba-a0e2-f9c68fc150b7,2022-01-18T08:01:19.561Z,2022-01-18T17:33:06.000Z,ikeapilot@gmail.com,Electric Mill,Electric Mill,,,,No,0,No,,0,0,No,,0
7a771991-8390-4234-907f-67d0de39b2be,3367dc1d-3d53-4e01-a6e3-b06d75170e3c,2022-01-18T07:31:39.185Z,2022-01-18T11:57:25.000Z,ikeapilot@gmail.com,Diesel Mill,Diesel Mill,1,30,37,No,0,No,,0,0,No,,0
8f619121-9bbd-44c6-8e19-662d955050e5,cad0fd7f-5df0-4fc9-bce5-2ed24cb8ce64,2022-01-14T12:37:56.268Z,2022-01-15T04:03:06.000Z,ikeapilot@gmail.com,Diesel Mill,Diesel Mill,6,120,30,No,0,No,,0,0,Yes,"Worker salary, transportation",700
2ea6a3dd-f061-4fec-9c23-fb46ecc05519,0810282c-2eb1-4b8a-b14d-cab0ea45fedb,2022-01-13T11:58:11.010Z,2022-01-13T13:10:13.000Z,ikeapilot@gmail.com,Diesel Mill,Diesel Mill,0,0,0,No,0,No,0,0,0,No,0,0
9e04e088-0cab-4b1b-9527-327857eb0333,ea299aaa-35f8-4aa7-a90e-5987b8049247,2022-01-13T09:55:42.459Z,2022-01-14T11:00:26.000Z,ikeapilot@gmail.com,Diesel Mill,Diesel Mill,1,30,36,No,0,No,,0,0,No,,0
7aca21f1-00ca-4ae8-b07b-67a240909ce0,85ea58f8-4a8d-4b23-a820-d776e286205b,2022-01-13T08:09:10.957Z,2022-01-13T19:50:00.000Z,ikeapilot@gmail.com,Electric Mill,Electric Mill,,,,Yes,55,Yes,dngay teweqrual,0,0,No,,0
d4bda86f-9c2f-4591-a2ab-9661bb6d7230,70312581-1267-4591-aa17-630d6430c65b,2022-01-12T09:12:50.364Z,2022-01-12T17:13:42.000Z,ikeapilot@gmail.com,Diesel Mill,Diesel Mill,5,100,30,No,0,No,,0,0,No,,0
462b87d5-d070-4afc-810e-5f5c5818c72a,1a6fabf7-11db-425a-b92f-b120c5fc8455,2022-01-10T09:55:23.390Z,2022-01-13T00:20:10.000Z,ikeapilot@gmail.com,Electric Mill,Electric Mill,,,,No,0,No,,0,0,No,,0
9807ed7f-15eb-456e-9942-7c8464e6536d,4179631a-c0b1-4002-9f07-5f16e3be0d78,2022-01-05T11:30:21.125Z,2022-01-05T13:47:44.000Z,ikeapilot@gmail.com,Diesel Mill,Diesel Mill,1,28,32,No,0,Yes,Stone,200,20000,Yes,Sallary,1500
d363dc94-15e9-4c63-b36f-4221dbe2befc,24d3b535-7c7c-4621-8343-8228b6e87652,2022-01-03T08:51:48.509Z,2022-01-03T17:48:42.000Z,ikeapilot@gmail.com,Diesel Mill,Diesel Mill,4,80,29,No,0,No,,0,0,No,,0
124c8208-5117-4eed-a190-af690be3d3fd,181ee4ee-f6c0-4200-b701-ef1f839c7e16,2022-01-03T08:42:39.107Z,2022-01-03T18:38:59.000Z,ikeapilot@gmail.com,Electric Mill,Electric Mill,,,,Yes,55,No,,0,0,No,,0
1a53a0d6-46b7-4bc9-a28e-da89b5bb59ef,d7acf35e-060c-4c34-9b99-ca7104d1c175,2021-12-31T10:57:17.494Z,2022-01-03T03:40:25.000Z,ikeapilot@gmail.com,Electric Mill,Electric Mill,,,,No,0,No,,0,0,No,,0
0fec34c0-62eb-4b3b-9362-863caa439ec3,6413b710-2c7b-41a9-8d4d-c48ed63d3277,2021-12-31T09:22:33.048Z,2021-12-31T17:37:59.000Z,ikeapilot@gmail.com,Diesel Mill,Diesel Mill,6,180,29,No,0,No,,0,0,Yes,"Worker salary, transportation",1500
17fb3b2b-87aa-4bdd-b513-2cde8b13ea57,a46d1a30-3cbd-4fdb-be87-b1f3d87a3a41,2021-12-30T07:39:36.545Z,2021-12-30T18:46:10.000Z,ikeapilot@gmail.com,Electric Mill,Electric Mill,,,,No,0,Yes,dngay teweqrual,0,0,Yes,le srategna,600
c249c249-6210-4274-a007-8b0727955064,939ff1d4-f4b1-40f7-a955-0201172a8337,2021-12-30T07:38:12.120Z,2021-12-30T18:43:48.000Z,ikeapilot@gmail.com,Electric Mill,Electric Mill,,,,No,0,Yes,dngay teweqrual,0,0,Yes,le serategna,600
b2189440-5818-4350-ba1a-c14f904e240c,7402b149-2187-47f1-a105-9c3cfb0405eb,2021-12-29T12:19:49.041Z,2021-12-29T15:43:54.000Z,ikeapilot@gmail.com,Diesel Mill,Diesel Mill,3,60,29,No,0,No,,0,0,Yes,Transportation,250
729857ac-bba0-4ef0-a4fe-d9512dfd25e5,81848346-c3c2-4342-a06d-d9fa217be9f1,2021-12-29T12:19:12.277Z,2021-12-29T14:34:37.000Z,ikeapilot@gmail.com,Diesel Mill,Diesel Mill,0,0,0,No,0,No,,0,0,No,,0
3b99cbf3-96d6-43b3-9f76-3aea46b9d63c,cbfd9046-c62d-48ec-bcf5-0b8241b2b062,2021-12-29T08:36:39.103Z,2021-12-30T10:37:23.000Z,ikeapilot@gmail.com,Diesel Mill,Diesel Mill,2,60,35,No,0,No,,0,0,No,,0
fc0ed320-c378-458e-9a10-5a44bba26c6a,02de9d2a-8788-4daf-bb06-388dd490bb74,2021-12-28T08:43:22.116Z,2021-12-28T16:06:27.000Z,ikeapilot@gmail.com,Electric Mill,Electric Mill,,,,No,0,No,,0,0,No,,0
f507a88d-984f-48bf-a0c5-885cf2e7d276,c28e0f95-3e0e-45da-b2f9-dd8ddd3b8d4a,2021-12-27T08:04:46.391Z,2021-12-27T18:32:30.000Z,ikeapilot@gmail.com,Electric Mill,Electric Mill,,,,No,0,No,,0,0,Yes,le serategna,400
360ac131-4474-42b8-bc1a-5f003af841de,a8380ee3-4463-4f03-b3e9-774f028835a7,2021-12-27T08:03:01.447Z,2021-12-27T18:30:45.000Z,ikeapilot@gmail.com,Electric Mill,Electric Mill,,,,No,0,No,,0,0,Yes,le serategna,400
96f1dd11-83b1-4d88-bea4-38c8645346ff,e6413279-5658-48b0-a78a-41ad125e6b7e,2021-12-24T10:06:14.203Z,2021-12-25T09:42:29.000Z,ikeapilot@gmail.com,Diesel Mill,Diesel Mill,1,30,35,No,0,No,,0,0,No,,0
08e93c2f-a9b0-4fb5-bede-2d7d78ea1b37,99336af7-bc45-4608-85ae-e15b0a62418a,2021-12-24T08:44:07.606Z,2021-12-24T17:43:25.000Z,ikeapilot@gmail.com,Diesel Mill,Diesel Mill,7,140,29,No,0,No,,0,0,No,,0
38715ad0-340c-4843-bd06-aa0551b642c7,56e31400-4f1d-4a09-ba48-a91efb17210c,2021-12-24T08:19:45.790Z,2021-12-24T18:41:08.000Z,ikeapilot@gmail.com,Electric Mill,Electric Mill,,,,No,0,Yes,ye wancha kushneta,0,300,Yes,le serategna,400
58af94e8-1933-4063-b052-ce11e12a593e,fce6d7af-5ba7-47ed-b9c3-256f37b773fd,2021-12-24T08:17:54.426Z,2021-12-24T18:37:57.000Z,ikeapilot@gmail.com,Electric Mill,Electric Mill,,,,No,0,No,,0,0,Yes,le serategna,400
88ab696b-cd3b-461d-b2ec-a21840459661,4cb708d6-0451-4f7d-a0fd-a0994a1f503d,2021-12-23T12:53:31.274Z,2021-12-23T13:23:01.000Z,ikeapilot@gmail.com,Diesel Mill,Diesel Mill,2,112,4704,No,0,Yes,Stone,0,0,Yes,Sallary,1500
e30e01cb-0fa8-4d71-a53c-4f1b6aa191f5,ce9d836b-70be-4738-8e2e-a1d394b8d374,2021-12-22T08:14:32.690Z,2021-12-23T13:24:50.000Z,ikeapilot@gmail.com,Electric Mill,Electric Mill,,,,No,0,No,,0,0,No,,0
12cf0cf6-d790-408c-a97a-0fb8618a8455,5e1bf60b-9a53-4bf3-9514-9ad6a36b8688,2021-12-22T07:53:38.021Z,2021-12-22T16:25:07.000Z,ikeapilot@gmail.com,Electric Mill,Electric Mill,,,,No,0,No,,0,0,No,,0
dd4e02bf-631f-4d75-a85f-537361f48533,f67634b5-dd7f-469f-bd88-bc5ab0125205,2021-12-21T08:58:05.955Z,2021-12-21T15:46:34.000Z,ikeapilot@gmail.com,Diesel Mill,Diesel Mill,9,180,29,No,0,No,,0,0,Yes,Woreker salary,1000
1d28342f-9e0c-4172-8bc4-ef7e15a0bfce,8cc57d0a-534e-4303-ada9-1a5082cb6ae2,2021-12-21T08:43:40.653Z,2021-12-21T18:52:12.000Z,ikeapilot@gmail.com,Electric Mill,Electric Mill,,,,No,0,Yes,blon,0,100,Yes,le serategna,400
97c53be0-e0e0-4810-ae57-652724c371d6,ea18a9ce-8f1a-466c-8aa3-f8e46592353b,2021-12-21T08:42:44.792Z,2021-12-21T18:47:46.000Z,ikeapilot@gmail.com,Electric Mill,Electric Mill,,,,No,0,Yes,marsh,0,300,Yes,le srategna,400
86ba60c7-9cf8-43fc-abc7-1d69c3ddb083,3e032c61-869d-48c7-ad8d-3958101cce50,2021-12-19T11:02:51.728Z,2021-12-19T18:35:19.000Z,ikeapilot@gmail.com,Electric Mill,Electric Mill,,,,No,0,Yes,dngay,0,1600,Yes,transport,400
d0a3f2e3-a74f-4443-b3ad-116fd243e6ac,c807737c-085d-4661-9b2e-67584f39ef8f,2021-12-18T10:29:29.128Z,2021-12-18T17:02:20.000Z,ikeapilot@gmail.com,Electric Mill,Electric Mill,,,,No,0,No,,0,0,Yes,le serategna,390
d2133cc1-ea7e-417c-86a6-884c0f1ac9e3,27e1a70c-d512-4403-a107-85081cb15026,2021-12-18T10:28:32.077Z,2021-12-18T17:04:38.000Z,ikeapilot@gmail.com,Electric Mill,Electric Mill,,,,No,0,No,,0,0,Yes,le serategna,390
e921000e-4e1d-4764-8257-4d2c340e37dc,2de0a758-ec72-4a90-8d79-7c0a7ed5bf48,2021-12-17T11:33:28.328Z,2021-12-20T12:19:51.000Z,ikeapilot@gmail.com,Electric Mill,Electric Mill,,,,Yes,9000,No,,0,0,No,,0
1dd81444-22ee-4f65-8726-a8e1a98d4ee7,604eaa3a-884b-49d2-bc66-f334144501cd,2021-12-17T11:16:35.367Z,2021-12-20T12:18:51.000Z,ikeapilot@gmail.com,Diesel Mill,Diesel Mill,2,60,35,No,0,No,,0,0,No,,0
acfae77b-3703-4917-ad4a-44e8c51f6ff5,b9a765aa-7779-4b97-a2cf-f672fbb3fd38,2021-12-15T12:27:04.578Z,2021-12-15T14:59:22.000Z,ikeapilot@gmail.com,Diesel Mill,Diesel Mill,0,0,0,No,0,No,,0,0,No,,0
baf737b2-69fa-4d18-9547-aa637f940fbb,f9fa8813-6b26-438b-b4b6-98aaddb2ca8e,2021-12-15T11:54:09.168Z,2021-12-15T15:38:31.000Z,ikeapilot@gmail.com,Diesel Mill,Diesel Mill,5,100,28,No,0,Yes,"Boleja, kuchinet,dinamo",0,6500,Yes,Transportation,250
f053072f-eeaa-4548-838b-b6bd4040798f,47547188-40b0-4eaa-8d70-cbf3794518f4,2021-12-15T09:00:23.849Z,2021-12-15T17:06:00.000Z,ikeapilot@gmail.com,Electric Mill,Electric Mill,,,,No,0,No,,0,0,Yes,le serategna,780
bb31aa1a-bb65-4d9a-b04d-22446ee4a0b7,9bf6059c-3349-4e60-a985-1774be113267,2021-12-15T08:59:06.694Z,2021-12-15T17:07:02.000Z,ikeapilot@gmail.com,Electric Mill,Electric Mill,,,,No,0,Yes,kushneta,0,350,Yes,le srategna,780
afc89f51-4c71-4428-91a0-89aeb3f95e0b,7cc01337-b7e1-445c-a449-701e26e440cc,2021-12-10T08:46:14.579Z,2021-12-10T17:38:01.000Z,ikeapilot@gmail.com,Electric Mill,Electric Mill,,,,Yes,55,No,,0,0,No,,0
9f1eb1d9-7f76-4d3b-9a6c-d967ad26a195,ce322c55-a336-4469-ac00-763bf23616f1,2021-12-10T07:25:37.680Z,2021-12-11T14:03:23.000Z,ikeapilot@gmail.com,Diesel Mill,Diesel Mill,1,30,30,No,0,No,,0,0,No,,0
c7aeb4e2-5758-4b3c-bb41-59feaf087656,f7c1216a-9d05-4b60-a13b-1eb80a409514,2021-12-08T12:43:43.660Z,2021-12-10T05:41:54.000Z,ikeapilot@gmail.com,Diesel Mill,Diesel Mill,1,28,1000,No,0,No,,0,0,Yes,Sallary,2000
e5f44efc-f532-4bb3-8e16-2faa4643d432,d18473b5-ada1-4edf-8505-b5f197d74095,2021-12-08T10:43:36.524Z,2021-12-08T16:59:41.000Z,ikeapilot@gmail.com,Electric Mill,Electric Mill,,,,No,0,No,,0,0,Yes,le srategna,300
62558491-e0fc-4c5f-a965-745b093e8560,d6b4fedd-b067-4f06-899f-d310fab66bc6,2021-12-08T10:42:59.146Z,2021-12-08T17:04:37.000Z,ikeapilot@gmail.com,Electric Mill,Electric Mill,,,,No,0,Yes,kushneta,200,300,Yes,le serategna,300
c6be8dc9-4780-4056-a90d-e2b0f1dc2084,a7f547e9-6aa3-406b-a2c7-b102d8b9b618,2021-12-08T08:50:24.208Z,2021-12-08T17:10:07.000Z,ikeapilot@gmail.com,Diesel Mill,Diesel Mill,8,160,28,No,0,No,,0,0,Yes,"Transportation,worker salary",1700
a119e6b4-ad11-4047-8e64-f7a378bb5dc2,af0270ff-34b4-468b-9884-d8407aecd3d6,2021-12-07T09:33:22.851Z,2021-12-08T06:33:46.000Z,ikeapilot@gmail.com,Diesel Mill,Diesel Mill,2,60,30,No,0,No,,0,0,Yes,Worker Salary,700
6aae768a-dd78-456f-87d7-2637302e585a,337cd074-1afe-414c-ae9f-a1ea47b1721c,2021-12-06T09:18:11.271Z,2021-12-06T17:06:00.000Z,ikeapilot@gmail.com,Electric Mill,Electric Mill,,,,No,0,Yes,dngay teweqrual,300,0,Yes,le serategna,300
d6df65f2-dcd4-4792-9cba-c3dca458c506,f798ee1b-eb29-4821-ac1b-c420b200b301,2021-12-06T09:16:38.449Z,2021-12-06T17:08:20.000Z,ikeapilot@gmail.com,Electric Mill,Electric Mill,,,,No,0,Yes,dngay teweqrual,300,0,Yes,le serategna,300
1fb48bdb-6bf3-4277-8524-96c27f4e5f65,d8cd3256-4afa-47c1-abc2-a6d99ce759ed,2021-12-06T08:17:24.422Z,2021-12-06T15:57:00.000Z,ikeapilot@gmail.com,Diesel Mill,Diesel Mill,1,20,28,No,0,No,,0,0,No,,0
89df454a-3959-41a9-82b6-4dbfa0767504,87319934-2a3a-4a07-8f9f-451c808da8cb,2021-12-03T09:59:27.426Z,2021-12-03T15:27:27.000Z,ikeapilot@gmail.com,Diesel Mill,Diesel Mill,8,160,28,No,0,Yes,Moter,0,1250,Yes,Transportation,250
8e1fb6a1-b7e3-480d-a0b9-7f8a1a84ea75,dbb4a0d4-8fa4-4451-9cb0-8e03dfe17a58,2021-12-03T08:59:52.512Z,2021-12-03T16:22:36.000Z,ikeapilot@gmail.com,Electric Mill,Electric Mill,,,,No,0,No,,0,0,Yes,le serategna,660
e9070f0f-2e08-411b-bb42-7a78ea5aee16,ffcb51b9-2bc4-4b1e-85f5-b5f754b0db26,2021-12-03T08:58:53.776Z,2021-12-03T16:24:49.000Z,ikeapilot@gmail.com,Electric Mill,Electric Mill,,,,No,0,Yes,kushneta,300,350,Yes,le serategna,660
6786caca-cd65-41be-b94f-212f4d52bf19,c7733afc-c455-48a2-be8a-ffdcdf4ee0d6,2021-12-02T08:22:07.205Z,2021-12-02T17:24:22.000Z,ikeapilot@gmail.com,Electric Mill,Electric Mill,,,,Yes,1500,No,,0,0,No,,0
e92ad825-b8c8-4e5d-b5a1-1c577b2299c8,a5cf1d4a-d1e8-463f-bec4-cee69284bde0,2021-12-01T12:20:36.332Z,2021-12-03T07:53:53.000Z,ikeapilot@gmail.com,Diesel Mill,Diesel Mill,1,28,1050,No,0,Yes,Stone,300,0,No,,0
6e465640-e5bb-43f0-a2b1-e75e50b85914,ad52978f-c375-4715-b97b-de5960d1cbf2,2021-12-01T09:09:34.988Z,2021-12-01T15:47:10.000Z,ikeapilot@gmail.com,Diesel Mill,Diesel Mill,7,140,28,No,0,No,,0,0,Yes,"Worker salary, transportation",1200
1e50b12f-75dc-4c5f-a7a4-80380fefc4d7,c752c650-1e9e-48b1-ab5c-11ff30a57dd9,2021-11-30T09:12:36.494Z,2021-11-30T23:56:10.000Z,ikeapilot@gmail.com,Electric Mill,Electric Mill,,,,Yes,3000,Yes,bollej( kibu bret) tebeydual,400,0,Yes,le srategna,800
82de8b6c-1a01-4df6-a7d4-6fa4efc9a031,111ac40d-dbd3-436e-ade1-3b723c418124,2021-11-30T09:11:37.566Z,2021-11-30T23:57:05.000Z,ikeapilot@gmail.com,Electric Mill,Electric Mill,,,,No,0,Yes,chnga,0,700,Yes,le serategna,800
c846ff64-7046-47c6-9bf2-2371a4469e9e,3adc8237-ff98-427b-b015-28a19333bb99,2021-11-29T08:17:17.290Z,2021-12-01T09:37:33.000Z,ikeapilot@gmail.com,Electric Mill,Electric Mill,,,,No,0,No,,0,0,No,,0
cc9dd72b-fc10-4871-a151-c7198896eddd,d72cb349-9fdc-46e4-803a-0118e6e0642d,2021-11-26T12:52:17.297Z,2021-11-26T14:37:26.000Z,ikeapilot@gmail.com,Diesel Mill,Diesel Mill,0,0,0,No,0,No,0,0,0,No,,0
7defb31d-af9d-4031-9769-8e3efa67f2ce,b2670634-1ad5-4e1c-a88f-16fa53b14b03,2021-11-26T09:44:08.907Z,2021-11-26T15:31:11.000Z,ikeapilot@gmail.com,Electric Mill,Electric Mill,,,,No,0,Yes,kushneta,0,300,No,,0
0fd4db14-f7a4-4bf3-8c72-e479622993e1,a36f8eaf-8a32-4a95-a661-044c6ebc1a93,2021-11-26T08:43:41.012Z,2021-11-27T10:33:36.000Z,ikeapilot@gmail.com,Diesel Mill,Diesel Mill,6,120,27,No,0,No,,0,0,Yes,"Worker salary, transportation",0
62470d35-5cce-442d-8fa8-c27039784b88,4ef0344c-8af7-4387-b917-9ac98caf6888,2021-11-25T07:16:41.993Z,2021-11-26T11:10:24.000Z,ikeapilot@gmail.com,Diesel Mill,Diesel Mill,0,0,0,No,0,No,,0,0,No,,0
107da862-f8f6-4e5b-a8ed-060c48ce56ab,887e5ce6-a70b-4930-9ad7-095c4ddf8797,2021-11-24T13:05:12.047Z,2021-11-25T05:08:58.000Z,ikeapilot@gmail.com,Diesel Mill,Diesel Mill,1,28,960,No,0,No,,0,0,No,,0
3cf12fee-f3c7-44c4-bead-8978c2d614bd,a0362146-c4c6-4370-9490-dfda6b3aab42,2021-11-24T09:03:57.868Z,2021-11-24T15:07:27.000Z,ikeapilot@gmail.com,Diesel Mill,Diesel Mill,5,100,27,No,0,Yes,Kuchinet,0,500,Yes,Transportation,120
4ad65694-c1de-4af3-b5db-90453998bf86,174c48f9-5644-4304-8e00-b9926f17f7bd,2021-11-22T08:02:53.622Z,2021-11-24T04:06:04.000Z,ikeapilot@gmail.com,Electric Mill,Electric Mill,,,,No,0,Yes,1 gngay,0,7300,Yes,le serategna,600
7fffc65f-49e0-41aa-873d-eff24950607b,50c5f16c-c0cd-46c5-8fe7-d10d62b8a0b9,2021-11-22T08:00:43.007Z,2021-11-24T04:04:39.000Z,ikeapilot@gmail.com,Electric Mill,Electric Mill,,,,No,0,No,,0,0,Yes,le serategna,520
aa53beb4-c720-4b62-8d46-24a036c57549,5ae3f0c4-3f81-4358-954e-d650f19038d3,2021-11-19T06:09:50.943Z,2021-11-19T16:28:37.000Z,ikeapilot@gmail.com,Diesel Mill,Diesel Mill,5,100,27,No,0,Yes,"Chinga,shemasi",500,2500,Yes,"Work salary, transportation",1500
0ce17968-1a9a-4339-a924-e26e108ff071,bb848cb6-8929-4300-93bd-8f2b8548ac37,2021-11-18T11:13:57.495Z,2021-11-18T17:28:36.000Z,ikeapilot@gmail.com,Electric Mill,Electric Mill,,,,No,0,No,,0,0,No,,0
5238d11e-02d5-42ee-b9bd-0bbedb44ae9e,16c64c73-fa02-41c5-9d4b-99c4c8091e14,2021-11-17T13:18:32.979Z,2021-11-17T17:01:19.000Z,ikeapilot@gmail.com,Diesel Mill,Diesel Mill,0,0,0,No,0,Yes,Wheel,3000,4500,No,0,0
0e5f9cc8-dd5c-459a-abdf-e26eb4a1f0bb,287a2328-b11e-4f4c-b269-52e78ed6dd92,2021-11-16T10:08:52.570Z,2021-11-16T14:43:15.000Z,ikeapilot@gmail.com,Diesel Mill,Diesel Mill,4,80,27,No,0,No,,0,0,No,,0
ce3b84f4-5593-434a-b132-a6d647e2db7c,32370325-1986-4a12-94e4-5d5133b02792,2021-11-16T09:26:08.467Z,2021-11-16T17:19:47.000Z,ikeapilot@gmail.com,Electric Mill,Electric Mill,,,,No,0,Yes,yewsx kushneta (ye gororo),500,560,Yes,ke serategna,800
9377c6d2-9216-46a4-8916-15aae8c8873a,5d84f983-7708-4211-9532-0e36a36b6cf9,2021-11-16T09:23:45.459Z,2021-11-16T17:15:36.000Z,ikeapilot@gmail.com,Electric Mill,Electric Mill,,,,No,0,Yes,Kushneta,0,350,Yes,le serategna,650
c147d621-acd3-402c-a1c1-98ae40a47e13,0f2b8de6-ba50-4a4c-8ec1-b46ab4d581ce,2021-11-12T12:38:26.239Z,2021-11-12T14:52:57.000Z,ikeapilot@gmail.com,Diesel Mill,Diesel Mill,5,100,27,No,0,Yes,Dinamo,200,1500,Yes,Transportation,200
1f6d579e-a4f2-44b0-8fdf-6d2d0d9db2c7,465af175-d952-4252-8a77-c9adfd978d0a,2021-11-12T11:12:15.441Z,2021-11-12T16:58:10.000Z,ikeapilot@gmail.com,Electric Mill,Electric Mill,,,,No,0,Yes,Kushneta,0,250,No,,0
5b896c97-c6ae-4fde-9a8b-63ff94d15d38,85e08bb5-b9c1-43d0-bdf0-7a7788fb60f9,2021-11-10T13:12:53.317Z,2021-11-11T08:20:07.000Z,ikeapilot@gmail.com,Diesel Mill,Diesel Mill,0,0,0,No,0,No,,0,0,No,,0
57cde290-1aa2-4393-94a1-5459b85c31c5,a15525bf-507e-4f2c-8a59-e9b77f66ae3d,2021-11-10T12:54:54.717Z,2021-11-10T15:50:30.000Z,ikeapilot@gmail.com,Electric Mill,Electric Mill,,,,No,0,Yes,,0,0,Yes,le serategna,960
c9da082a-1a71-456f-839a-5492494c05d9,4c2527ea-8bb2-4055-9715-e7d22c2b906c,2021-11-10T12:46:17.152Z,2021-11-10T15:48:57.000Z,ikeapilot@gmail.com,Electric Mill,Electric Mill,,,,No,0,No,,0,0,Yes,leserategna,780
09a8d3af-21e3-4a5b-8ec7-2e2234ae18bd,da42a455-4914-4728-a150-773654314720,2021-11-09T08:38:44.898Z,2021-11-09T14:38:40.000Z,ikeapilot@gmail.com,Diesel Mill,Diesel Mill,4,80,27,No,0,No,,0,0,Yes,Worek salary,750
875d7df4-a43c-474b-aa17-5ba9b1e0b44a,188fb6da-4d3c-4eec-89e5-4abbc15f7618,2021-11-05T11:46:47.442Z,2021-11-05T15:05:13.000Z,ikeapilot@gmail.com,Diesel Mill,Diesel Mill,4,80,27,No,0,Yes,"Moter, shemasi, dinamo",0,12500,Yes,Transportation,250
4816527b-530d-49cf-819f-783500850e2f,fe113945-8b21-4f21-b79d-416ef4aafc27,2021-11-04T10:30:41.152Z,2021-11-04T17:10:48.000Z,ikeapilot@gmail.com,Electric Mill,Electric Mill,,,,Yes,3530,No,,0,0,No,,0
e53f2569-18b4-42ba-8499-273f8e464d13,dd2e7e25-c62a-4aa7-97a5-ea8d0e0084eb,2021-11-03T13:48:03.544Z,2021-11-06T04:18:48.000Z,ikeapilot@gmail.com,Diesel Mill,Diesel Mill,0,0,0,No,0,No,,0,0,No,,0
f2c77f8a-33b5-4679-847d-5d9a59f40ea9,3d90dd5a-579c-4c19-b26e-6547475b4502,2021-11-03T08:43:34.241Z,2021-11-04T05:35:15.000Z,ikeapilot@gmail.com,Diesel Mill,Diesel Mill,4,80,25,No,0,No,,0,0,Yes,Work salary,950
1a1ad904-a24c-4326-9eee-387bb7543f76,6fc22ced-6254-46ed-8a0c-557942bc6254,2021-11-02T11:32:53.864Z,2021-11-02T16:33:22.000Z,ikeapilot@gmail.com,Electric Mill,Electric Mill,,,,No,0,Yes,"kofen,kushneta",0,850,Yes,leserategna,720
be71cab6-d46a-4ced-bea9-e7a029e200e2,d7a6b3b8-f86a-4281-b0c4-4f2f6930385e,2021-11-02T11:29:28.556Z,2021-11-02T16:32:25.000Z,ikeapilot@gmail.com,Electric Mill,Electric Mill,,,,Yes,55,Yes,kofen,0,750,Yes,leserategn,960
305009d3-f9c8-4960-8ad1-0c8132929125,30403ca7-2e0b-4169-ba89-a900d8b52911,2021-10-29T10:37:27.538Z,2021-10-29T15:10:16.000Z,ikeapilot@gmail.com,Electric Mill,Electric Mill,,,,No,0,No,,0,0,No,,0
b38ec0d3-e9e2-42a9-a873-646c0123e65b,8f3a31a5-2443-4c8b-9d64-b810ab1f912a,2021-10-29T08:50:32.091Z,2021-10-30T06:23:34.000Z,ikeapilot@gmail.com,Diesel Mill,Diesel Mill,3,80,21,No,0,No,,0,0,Yes,"Worker salary, transportation",900
40c5654b-f1d6-42bd-8b54-ded60ecd3f6e,e22acfba-d54e-44ef-a783-f34016bf9ca1,2021-10-27T08:29:33.556Z,2021-10-27T14:40:30.000Z,ikeapilot@gmail.com,Diesel Mill,Diesel Mill,3,60,27,No,0,Yes,"Chinga,moter,dinamo",0,12500,No,,0
c6118d2d-5c7d-45ac-9a09-eab7ddbddbff,5d4ae3d9-4bd0-4fb0-9267-4cfa6fcc137a,2021-10-27T07:04:25.321Z,2021-10-27T15:20:24.000Z,ikeapilot@gmail.com,Electric Mill,Electric Mill,,,,No,0,No,,0,0,Yes,le srategna,780
6c1e5cac-eeb7-4ef1-9fc6-5ff3ac9bdf18,d3646208-2990-4459-926a-795a4746c60d,2021-10-27T07:02:23.127Z,2021-10-27T15:17:15.000Z,ikeapilot@gmail.com,Electric Mill,Electric Mill,,,,No,0,No,,0,0,Yes,le serategna,960
2f38ea20-488f-4397-8562-347a38c34685,d73dfe13-007f-43e2-bb91-a5e8b61fbd40,2021-10-22T10:48:25.649Z,2021-10-22T17:28:35.000Z,ikeapilot@gmail.com,Electric Mill,Electric Mill,,,,Yes,5790,Yes,"dngay teqyrual,kushnetawoch,greas,chinga,shmas temoltual,marsh(ye wefcho meri)i",1500,18200,Yes,le serategna,1080
b5b67796-bec4-47e9-8b24-ea3e22a2064a,95149976-fe9b-453b-866c-81e7250d9198,2021-10-22T08:58:57.112Z,2021-10-22T14:38:06.000Z,ikeapilot@gmail.com,Diesel Mill,Diesel Mill,2,60,22,No,0,Yes,"Dinamo, motor, oil",0,12000,No,,0
